text,merged_lexicon
wh)y,conjunction | preposition independent
lhky,preposition proclitic | X
hw),preposition independent
d)t);,conjunction | verb peal
h)y,preposition independent
myb(y,verb ethpeel
lyh,preposition with pronominal suffix
lkdtny),conjunction | verb peal
..;,No data
