text,merged_lexicon
lyh,preposition
lb)Ty,preposition proclitic
br,noun sg. abs. or construct
Twby;,No data
d(ch,conjunction | verb peal
($r,numeral singular absolute or construct
zmnyN,noun pl. absolute
