text,merged_lexicon
ky,preposition independent
hny,preposition independent
xmr),noun sg. emphatic
q),adverb
$tw;,verb peal
)mrw,verb peal
ly,preposition with pronominal suffix
ldydy,preposition with pronominal suffix
