text,merged_lexicon
dlxkwh,conjunction | verb peal
l$qyh;,preposition proclitic | noun sg. emphatic
hwh,verb peal
psqyh,verb peal
l$qyh,preposition proclitic | noun sg. emphatic
dr',conjunction
)bhw;,No data
