text,merged_lexicon
bhdy,preposition independent
dq)zyl,conjunction | verb peal
(lh;,preposition with pronominal suffix
)ypl)y,verb ethpeel
pyl),noun sg. emphatic
mtxwtyh,preposition with pronominal suffix
w)$kxyh,conjunction | verb peal
