text,merged_lexicon
dhtM,preposition | adverb
htyr),noun sg. emphatic
q),adverb
bl(;,verb peal
whk),conjunction | adverb
)yswr),noun sg. emphatic
q),adverb
bl(;,verb peal
wdq),conjunction | conjunction | adverb
q$y),adjective singular absolute or construct
