text,merged_lexicon
hhy),preposition independent
nqyrt',noun sg. emphatic
dhwh,conjunction | verb peal
)ty,verb peal
bh,preposition with pronominal suffix
mbytyh,noun sg. emphatic
lby,preposition proclitic | noun sg. abs. or construct
r',No data
dm$m(,conjunction | verb (h)aphel
lyh;,preposition
