text,merged_lexicon
h)ydn),adverb
"""xT)t""",No data
q),adverb
hwy,verb peal
"""nwtr;""",No data
wky,conjunction | conjunction
hdr,verb peal
wmb$yl,verb pael
lyh,preposition with pronominal suffix
