text,merged_lexicon
dmtny,preposition | verb (h)aphel
lh,preposition with pronominal suffix
)mtny',noun sg. emphatic
l),adverb
b(y,verb peal
"""txylh"";",No data
wm)N,conjunction | preposition independent
