text,merged_lexicon
$ry;,adjective singular absolute or construct
r',No data
y(qb,No data
zbN,verb peal
sndl);,noun sg. emphatic
r',No data
yrmyh,No data
zbN,verb peal
pyt);,noun sg. emphatic
