text,merged_lexicon
zbyN;,verb pael
"""y$r'""",No data
)M,conjunction
)yth,V
dhwh,conjunction | verb peal
lyh,preposition with pronominal suffix
hk),adverb
hwh,verb peal
mzbyN,verb pael
lh;,preposition with pronominal suffix
