text,merged_lexicon
w$)rw;,conjunction | verb peal
)m',verb peal
rb,noun sg. emphatic
yrmyh,No data
mdpty;,preposition
ldydy,preposition with pronominal suffix
)m',verb peal
ly,preposition with pronominal suffix
rb,noun sg. emphatic
