text,merged_lexicon
wl),conjunction | adverb
sbr,verb peal
lh,preposition with pronominal suffix
mr;,noun sg. emphatic
m)rh,noun sg. emphatic
d$m(t),preposition | noun sg. emphatic
mny;,R
