text,merged_lexicon
"^""bhlyktw",No data
")sr"";",No data
d)wdwyy,conjunction | verb (h)aphel
mwdy;,verb (h)aphel
"""bxzrtw",No data
"mwtr"";",No data
m)y,preposition independent
T(m';,noun sg. emphatic
m)y,preposition independent
dhw),conjunction | preposition independent
hw)^;,preposition independent
