text,merged_lexicon
wdh)y,conjunction | conjunction | preposition independent
gys),noun sg. emphatic
)syr;,adjective singular absolute or construct
hhw),preposition independent
xmr),noun sg. emphatic
dhwh,conjunction | verb peal
bbyt),preposition with pronominal suffix | noun sg. emphatic
