text,merged_lexicon
wh),conjunction | I01
hhy),preposition independent
)ytt),noun sg. emphatic
d)ty),conjunction | verb peal
lqmyh,preposition with pronominal suffix
drb,preposition | noun sg. emphatic
xsd),No data
w)mrh,conjunction | verb peal
lyh;,preposition
