text,merged_lexicon
)yth,V
lh),preposition proclitic | preposition independent
dr',preposition
ywxnN;,No data
wl),conjunction | adverb
tnyn),verb peal
lh,preposition with pronominal suffix
bmtny';,preposition with pronominal suffix
