text,merged_lexicon
mr,No data
$mw)l,No data
wdr$;,conjunction | verb peal
"""(yN",No data
$mrdh,No data
mwtr,No data
lkwxlh,No data
"b$bt"";",No data
m)y,preposition independent
T(m);,noun sg. emphatic
m$wM,conjunction
d$wry)ny,conjunction | noun pl. emphatic
