text,merged_lexicon
wnyp$r,conjunction | verb pael
wny$dy,conjunction | verb peal
bh;,preposition with pronominal suffix
w)y,conjunction | conjunction
l);,adverb
nyty,verb (h)aphel
tlth,numeral singular determined
