text,merged_lexicon
hwh,verb peal
lyh,preposition with pronominal suffix
brt),noun sg. emphatic
d$mh,preposition | noun sg. emphatic
gyr);,No data
wq),conjunction | adverb
(bd),verb peal
)yswr);,noun sg. emphatic
