text,merged_lexicon
)l),conjunction
l)w,adverb
"""stmN""",No data
d)m',conjunction | verb peal
xyTy,noun pl. emphatic
"""wpyrw$N""",No data
d)m',conjunction | verb peal
xywr)t);,adjective plural determined
mkll,conjunction
