text,merged_lexicon
dbr $$q;,preposition
)m',verb peal
ly',preposition proclitic
br,noun sg. abs. or construct
ppy;,No data
)yb(y,verb ethpeel
ly',preposition proclitic
lmymr,preposition with pronominal suffix | verb peal
