text,merged_lexicon
hwy,verb pael
bh,preposition with pronominal suffix
rbh;,No data
bm)y;,preposition with pronominal suffix | preposition independent
)yly',verb peal
"""bdwqyN",No data
"$b(yN"";",No data
h$t),adverb
"""lbny",No data
"nx""",No data
xzy);,adjective
"""lgbwh",No data
"bbmh""",No data
