text,merged_lexicon
)ymK;,noun sg. emphatic
)yzdhr,verb ethpeel
m$bryry,noun pl. emphatic
bryry,interjection
ryry,"interjection ""unrecognizable query or no such lemma found"""
yry,"interjection ""unrecognizable query or no such lemma found"""
ry,"interjection ""unrecognizable query or no such lemma found"""
