text,merged_lexicon
l),adverb
q)yM,verb peal
)yny$,noun sg. abs. or construct
)d(',noun sg. emphatic
drbyh,preposition | noun sg. emphatic
(d,preposition independent
)rb(yN,numeral singular absolute or construct
