text,merged_lexicon
br by rb,noun sg. abs. or construct
cny(,adjective singular absolute or construct
lh;,preposition with pronominal suffix
)l),conjunction
klb),noun sg. emphatic
)m)y,conjunction
l);,adverb
dh),conjunction | I01
kywN,conjunction
