text,merged_lexicon
wl),conjunction | adverb
)yts)y;,verb ethpaal
(d,conjunction
d)m',conjunction | verb peal
ly,preposition with pronominal suffix
hhw),preposition independent
Tyy();,noun sg. emphatic
)yyty,verb (h)aphel
q$yyt),noun
