text,merged_lexicon
)ytw,verb (h)aphel
lqmyh,preposition with pronominal suffix
hhw),preposition independent
myn),noun sg. emphatic
ddmy,conjunction | verb peal
lclwbx);,preposition proclitic | noun sg. emphatic
nqTyh,verb peal
lhdy,preposition independent
ywm);,noun sg. emphatic
xz),verb peal
