text,merged_lexicon
nyty,verb (h)aphel
q$y)t),noun
d)sn),preposition | noun sg. emphatic
wnynx,conjunction | verb (h)aphel
bpyq(),preposition with pronominal suffix | noun sg. emphatic
lhdy,preposition independent
