text,merged_lexicon
)m)y,conjunction
q),adverb
mc(rytw,verb pael
lyh;,preposition
)mry,verb peal
lyh;,preposition
wl)w,conjunction | adverb
)mrt,verb peal
lN,preposition with pronominal suffix
"""d)dM",No data
"gdwl""",No data
hw);,preposition independent
