text,merged_lexicon
w)yzyl;,conjunction | verb peal
h$t),adverb
q),adverb
mzlzln),V
bmlkwt);,preposition with pronominal suffix | noun sg. emphatic
b(),verb peal
rxmy,noun pl. emphatic
(lyh,preposition with pronominal suffix
