text,merged_lexicon
dhhy),conjunction | preposition independent
dwd),noun sg. emphatic
dhwt,conjunction | verb peal
byrb,noun sg. abs. or construct
(qby);,No data
)hdr,verb (h)aphel
lh,preposition with pronominal suffix
