text,merged_lexicon
ky,conjunction
)t)y,verb peal
l)qrwqny';,preposition proclitic
)$kxtyh,verb peal
lrb,preposition proclitic | noun sg. emphatic
xyy),No data
br,noun sg. abs. or construct
)$y,No data
dytyb,conjunction | verb peal
wq)m';,conjunction | verb peal
