text,merged_lexicon
yhbw,verb peal
lyh,preposition with pronominal suffix
xyTy,noun pl. emphatic
b)gryh;,preposition with pronominal suffix | noun sg. emphatic
)t),verb peal
lqmyh,preposition with pronominal suffix
drb,preposition | noun sg. emphatic
