text,merged_lexicon
"""l(wlM""",No data
d)yk),conjunction | adverb
"""dbr",No data
Tm),No data
"b(drw"";",No data
wl),conjunction | adverb
cryk);,adjective singular absolute or construct
)l),conjunction
dky,conjunction | conjunction
q)y,verb peal
xzy,verb peal
