text,merged_lexicon
hwh,verb peal
bdwwl);,preposition with pronominal suffix | noun sg. emphatic
$d),verb peal
byh,preposition with pronominal suffix
ydyh,noun sg. emphatic
w$k$K,conjunction | verb quad
byh;,preposition with pronominal suffix
