text,merged_lexicon
)ty),verb peal
"""lkll",No data
"ml)kh"";",No data
)bl,No data
h)y,preposition independent
dky,conjunction | conjunction
m$hy,verb pael
lyh,preposition with pronominal suffix
)ty,verb peal
"""lkll",No data
"ml)kh""",No data
)syr;,adjective singular absolute or construct
