text,merged_lexicon
(ylwh;,preposition with pronominal suffix
)m',verb peal
lhw;,preposition
m)y,preposition independent
h)y;,preposition independent
)mrw,verb peal
lyh;,preposition
)ym),verb peal
)t;,R
