text,merged_lexicon
d)y,conjunction | conjunction
s'd,verb peal
dnx,conjunction
"""Trph""",No data
hwh;,verb peal
)m',verb peal
lyh,preposition with pronominal suffix
rxmn);,noun sg. emphatic
dkwwtK,preposition | preposition with pronominal suffix
