text,merged_lexicon
m)y,preposition independent
l)w,adverb
)('g,conjunction
dlyt,conjunction | V
lyh,preposition with pronominal suffix
l)$tmwTy;,preposition with pronominal suffix | verb ethpeel
l);,adverb
