text,merged_lexicon
hky,X
)sry',verb peal
rxm';,noun sg. emphatic
"""hylkK""",No data
bT(m),preposition with pronominal suffix | noun sg. emphatic
nmy,adverb
)syr;,adjective singular absolute or construct
