text,merged_lexicon
)x)y,No data
$y(r,verb pael
bxl),preposition with pronominal suffix | noun sg. emphatic
bxm$yN;,preposition with pronominal suffix
rb,No data
$mw)l,No data
bry',noun sg. emphatic
