text,merged_lexicon
"""m$(t",No data
"($yyh"";",No data
hw),preposition independent
dqM,conjunction | verb peal
lyh,preposition
"""bxT)"";",No data
w)ym),conjunction | verb peal
hny,preposition independent
myly,noun pl. emphatic
