text,merged_lexicon
)ylym),verb peal
m$wM,conjunction
dmyxlpy;,preposition | verb ethpaal
wl),conjunction | adverb
yd(,verb peal
hy,P
"""Thwr""",No data
why,conjunction | preposition independent
"""Tm)"";",No data
m)y,preposition independent
