text,merged_lexicon
lK,preposition with pronominal suffix
"""dmk$yry",No data
"qrbN""",No data
nynhw,preposition independent
w)syry;,conjunction | adjective plural absolute
ky,conjunction
tyb(y,verb ethpeel
lK,preposition with pronominal suffix
)lyb),preposition independent
dm)N,conjunction | preposition independent
d)m',conjunction | verb peal
