text,merged_lexicon
lwy,No data
)m';,verb peal
lytw,verb (h)aphel
lN,preposition with pronominal suffix
"""m$ly"";",No data
r',No data
$m(wN,No data
br',No data
)m';,verb peal
lytw,verb (h)aphel
lN,preposition with pronominal suffix
"""tlyM"";",No data
