text,merged_lexicon
"""lTwm)h",No data
"wlThrh""",No data
hw),preposition independent
dhwy,conjunction | verb peal
"""xbwr""",No data
h),I01
l(nyN,0
"""yyN",No data
"nsK""",No data
l),adverb
hwy,verb peal
