text,merged_lexicon
m$w',conjunction
dqsbr;,conjunction | verb peal
"""nwtN",No data
T(M,No data
lpgM,No data
")swr"";",No data
wlyt,conjunction | V
hlkt),noun sg. emphatic
kwtyh;,preposition with pronominal suffix
)y,conjunction
m$w',conjunction
