text,merged_lexicon
lyh;,preposition
wky,conjunction | conjunction
ytyb,verb peal
l),adverb
xzy,verb peal
lyh;,preposition
mhw,conjunction
dtym);,verb peal
kywN,conjunction
dky,conjunction | conjunction
ytyb,verb peal
l),adverb
xzy,verb peal
lyh;,preposition
lyxw$,verb peal
dlm),conjunction
