text,merged_lexicon
^)m)y,conjunction
l);,adverb
"""l(wlM""",No data
dl),conjunction | adverb
qTyl;^,verb peal
w^hk),conjunction | adverb
bm)y,preposition with pronominal suffix | preposition independent
(syqy';,verb peal
bm$mwT),preposition with pronominal suffix | noun sg. emphatic
b(lm);,noun
