text,merged_lexicon
krblt),noun sg. emphatic
dtrnwgl);,preposition | noun sg. emphatic
kl,noun sg. abs. or construct
$(t),noun sg. emphatic
w$(t),conjunction | noun sg. emphatic
nmy,adverb
