text,merged_lexicon
n$kx,verb peal
)yny$,noun sg. abs. or construct
bhdK;,preposition with pronominal suffix
)m',verb peal
lyh;,preposition
lyt,V
dyN,P
"""ylwd",No data
")$'"";",No data
)m',verb peal
lyh;,preposition
