text,url,lexicon_0,lexicon_1,lexicon_2,lexicon_3,lexicon_4,meaning_0,meaning_1,meaning_2,meaning_3,text_transformed,Lema,merged_lexicon,merged_meanings,word_percentage_yersushalmi,Page,Side,Line
xnnyh,"Masekhet: 5330025, Page: 16, Side: c, Line: 21, Word: 1",PN Personal name,,,,,,,,,חנניה,xnnyh,proper name Personal name,,0.04474991681105208,16,,21
ylyP,"Masekhet: 5330025, Page: 16, Side: c, Line: 21, Word: 2",V,,,,,,,,,יליף,ylp ylp verb G,V,,0.139986919255086,16,,21
lh,"Masekhet: 5330025, Page: 16, Side: c, Line: 21, Word: 3",p02 C,,,,,,,,,לה,l_,preposition with pronominal suffix (h)aphel,,5.087721311287306,16,,21
"""m$ny","Masekhet: 5330025, Page: 16, Side: c, Line: 21, Word: 4",No data,,,,,,,,,משני,None,No data,,23.98480797695953,16,,21
"xzqh""","Masekhet: 5330025, Page: 16, Side: c, Line: 21, Word: 5",No data,,,,,,,,,חזקה,None,No data,,23.98480797695953,16,,21
{dybrh}<drwbh#01#>,"Masekhet: 5330025, Page: 16, Side: c, Line: 25, Word: 0",p,noun sg. abs. or construct,,,,a greater thing,,,,דרובה,rwbh,preposition | noun sg. abs. or construct,a greater thing,0.010326903879473558,16,,25
)t),"Masekhet: 5330025, Page: 16, Side: c, Line: 25, Word: 1",verb G,,,,,to come,to occur; w.,: to befall,to be fitting,אתא,)ty,verb peal,to come | to occur; w. | : to befall | to be fitting,0.7561588507303416,16,,25
mymwr,"Masekhet: 5330025, Page: 16, Side: c, Line: 25, Word: 2",verb G,,,,,to say,to command,to think,idiomatic and special usages:,מימור,)mr,verb peal,to say | to command | to think | idiomatic and special usages:,4.212229349060825,16,,25
lK,"Masekhet: 5330025, Page: 16, Side: c, Line: 25, Word: 3",p02 C,,,,,,,,,לך,l_,preposition with pronominal suffix (h)aphel,,5.087721311287306,16,,25
"""l$wN","Masekhet: 5330025, Page: 16, Side: c, Line: 27, Word: 0",No data,,,,,,,,,לשון,None,No data,,23.98480797695953,16,,27
"nqy""","Masekhet: 5330025, Page: 16, Side: c, Line: 27, Word: 1",No data,,,,,,,,,נקי,None,No data,,23.98480797695953,16,,27
hw),"Masekhet: 5330025, Page: 16, Side: c, Line: 27, Word: 2",P01 C,,,,,he,,,,הוא,hw),preposition independent (h)aphel,he,0.6001078587738523,16,,27
mtnyt',"Masekhet: 5330025, Page: 16, Side: c, Line: 27, Word: 3",noun sg. emphatic,,,,,tannaitic tradition,,,,מתנית',mtny,noun sg. emphatic,tannaitic tradition,0.3614416357815745,16,,27
mylyhwN,"Masekhet: 5330025, Page: 16, Side: c, Line: 34, Word: 0",N,,,,,"word, speech; thing",,,,מיליהון,mylh mylh noun pl. emphatic,noun,"word, speech; thing",0.06769859209877109,16,,34
drbnN,"Masekhet: 5330025, Page: 16, Side: c, Line: 34, Word: 1",p,noun pl. emphatic,,,,chief; teacher,,,,דרבנן,rb,preposition | noun pl. emphatic,chief; teacher,1.192183681197003,16,,34
plygyN,"Masekhet: 5330025, Page: 16, Side: c, Line: 34, Word: 2",verb G,,,,,to divide (trans.),to be in the middle,"to be distinctive, outstanding","to be halved, become divided",פליגין,plg,verb peal,"to divide (trans.) | to be in the middle | to be distinctive, outstanding | to be halved, become divided",0.3075122488554348,16,,34
lyy d),"Masekhet: 5330025, Page: 16, Side: c, Line: 44, Word: 0",P01 C,p03,,,,which one (f.),,,,ליי דא,l_,preposition independent (h)aphel | preposition proclitic,which one (f.),5.087721311287306,16,,44
