text,url,lexicon_0,lexicon_1,lexicon_2,lexicon_3,lexicon_4,meaning_0,meaning_1,meaning_2,meaning_3,text_transformed,Lema,merged_lexicon,merged_meanings,word_percentage_yersushalmi,Page,Side,Line
wl(yth,"Masekhet: 5330013, Page: 18, Side: d, Line: 12, Word: 12",verb G,c,,,,to work hard,to be weary,to tire out (!),,ולעיתה,w_,verb peal | conjunction,to work hard | to be weary | to tire out (!),5.046413695769412,18,,12
btryh,"Masekhet: 5330013, Page: 18, Side: d, Line: 12, Word: 13",p02 C,,,,,after,,,,בתריה,btr,preposition with pronominal suffix (h)aphel,after,0.08491009856456036,18,,12
)rb(yN,"Masekhet: 5330013, Page: 18, Side: d, Line: 13, Word: 0",n01 C,,,,,forty,,,,ארבעין,)rb(yn,numeral singular absolute or construct (h)aphel,forty,0.008032036350701655,18,,13
zymnyN,"Masekhet: 5330013, Page: 18, Side: d, Line: 13, Word: 1",noun pl. absolute,,,,,set time; instance,,,,זימנין,zmn,noun pl. absolute,set time; instance,0.10326903879473559,18,,13
<zymnyN>,"Masekhet: 5330013, Page: 18, Side: d, Line: 13, Word: 2",noun pl. absolute,,,,,set time; instance,,,,זימנין,zmn,noun pl. absolute,set time; instance,0.10326903879473559,18,,13
d)t,"Masekhet: 5330013, Page: 18, Side: d, Line: 13, Word: 3",R,c,,,,you (m.),,,,דאת,d_ d_ c,R | conjunction,you (m.),1.2495553694163004,18,,13
{m}b(y,"Masekhet: 5330013, Page: 18, Side: d, Line: 13, Word: 4",verb G,,,,,"to seek, look for",to ask a question,"to wish for something, want, request",to require,בעי,b(y,verb peal,"to seek, look for | to ask a question | to wish for something, want, request | to require",0.4991336875078886,18,,13
rb,"Masekhet: 5330013, Page: 18, Side: d, Line: 13, Word: 5",PN Personal name,,,,,,,,,רב,rb,proper name Personal name,,1.192183681197003,18,,13
wl),"Masekhet: 5330013, Page: 18, Side: d, Line: 13, Word: 6",a01 C,c,,,,"no, not","and, also",,,ולא,w_,a01 (h)aphel | conjunction,"no, not | and, also",5.046413695769412,18,,13
m$kx,"Masekhet: 5330013, Page: 18, Side: d, Line: 13, Word: 7",verb G,,,,,to find,"w. infinitive : to be able to, capable of",impersonal,"‏ : it may well be, it is possible",משכח,$kx,verb peal,"to find | w. infinitive : to be able to, capable of | impersonal | ‏ : it may well be, it is possible",0.1732624984222786,18,,13
ytyh,"Masekhet: 5330013, Page: 18, Side: d, Line: 13, Word: 8",p02 C,,,,,accusative particle,,,,יתיה,yt,preposition with pronominal suffix (h)aphel,accusative particle,0.043602483046666134,18,,13
h{h}<l>yN,"Masekhet: 5330013, Page: 18, Side: d, Line: 20, Word: 0",P01,,,,,these,,,,הלין,hlyn,preposition independent,these,0.004589735057543803,18,,20
dryy),"Masekhet: 5330013, Page: 18, Side: d, Line: 20, Word: 1",noun pl. emphatic,,,,,"court, courtyard; dwelling",,,,דרייא,drh,noun pl. emphatic,"court, courtyard; dwelling",0.01262177140824546,18,,20
d)r(),"Masekhet: 5330013, Page: 18, Side: d, Line: 20, Word: 2",noun sg. emphatic,p,,,,ground; land; Earth,,,,דארעא,d_ d_ p,noun sg. emphatic | preposition,ground; land; Earth,0.49454395245034477,18,,20
dy$r)l,"Masekhet: 5330013, Page: 18, Side: d, Line: 20, Word: 3",p,PN Personal name,,,,,,,,דישראל,y$r)l,preposition | proper name Personal name,,0.03212814540280662,18,,20
mr b({w}N#14#,"Masekhet: 5330013, Page: 18, Side: d, Line: 20, Word: 4",verb D,,,,,to make square,to divide in 4,,,מר בען,rb(#2,verb pael,to make square | to divide in 4,0.006884602586315704,18,,20
whhN,"Masekhet: 5330013, Page: 18, Side: d, Line: 24, Word: 0",P01 C,c,,,,this,"and, also",,,וההן,w_,preposition independent (h)aphel | conjunction,"this | and, also",5.046413695769412,18,,24
$qqh,"Masekhet: 5330013, Page: 18, Side: d, Line: 24, Word: 1",noun sg. emphatic,,,,,"street, course",,,,שקקה,$qq,noun sg. emphatic,"street, course",0.0011474337643859508,18,,24
dr',"Masekhet: 5330013, Page: 18, Side: d, Line: 24, Word: 2",c,N,,,,chief; teacher,,,,דר',rby#2 rby#2 noun sg. abs. or construct,conjunction | noun,chief; teacher,4.462369909696963,18,,24
xnyN,"Masekhet: 5330013, Page: 18, Side: d, Line: 24, Word: 3",PN Personal name,,,,,,,,,חנין,xnyN,proper name Personal name,,0.004589735057543803,18,,24
l),"Masekhet: 5330013, Page: 18, Side: d, Line: 24, Word: 4",a01 C,,,,,"no, not",,,,לא,l),a01 (h)aphel,"no, not",1.3195488290438433,18,,24
cryK,"Masekhet: 5330013, Page: 18, Side: d, Line: 24, Word: 5",A01 C,,,,,poor; needy,,,,צריך,cryk,adjective singular absolute or construct (h)aphel,poor; needy,0.1824419685373662,18,,24
"""cwrt","Masekhet: 5330013, Page: 18, Side: d, Line: 24, Word: 6",No data,,,,,,,,,צורת,None,No data,,23.98480797695953,18,,24
"ptx""","Masekhet: 5330013, Page: 18, Side: d, Line: 24, Word: 7",No data,,,,,,,,,פתח,None,No data,,23.98480797695953,18,,24
xnnyh,"Masekhet: 5330013, Page: 18, Side: d, Line: 27, Word: 0",PN Personal name,,,,,,,,,חנניה,xnnyh,proper name Personal name,,0.04474991681105208,18,,27
br,"Masekhet: 5330013, Page: 18, Side: d, Line: 27, Word: 1",noun sg. abs. or construct,,,,,son,,,,בר,br,noun sg. abs. or construct,son,0.7733703571961309,18,,27
