text,url,lexicon_0,lexicon_1,lexicon_2,lexicon_3,lexicon_4,meaning_0,meaning_1,meaning_2,meaning_3,text_transformed,Lema,merged_lexicon,merged_meanings,word_percentage_yersushalmi,Page,Side,Line
dl),"Masekhet: 5330020, Page: 63, Side: c, Line: 49, Word: 13",c,c,,,,if,,,,דלא,d_ d_ c,conjunction | conjunction,if,1.2495553694163004,63,,49
mdkryN,"Masekhet: 5330020, Page: 63, Side: c, Line: 50, Word: 0",verb C,,,,,to recall,to remind,,,מדכרין,dkr,verb (h)aphel,to recall | to remind,0.022948675287719017,63,,50
b^q^dmyt),"Masekhet: 5330020, Page: 63, Side: c, Line: 50, Word: 1",X,,,,,formerly,,,,בקדמיתא,bqdmyyth bqdmyyth a01 C,X,formerly,0.018358940230175213,63,,50
wmdkryN,"Masekhet: 5330020, Page: 63, Side: c, Line: 50, Word: 2",verb C,c,,,,to recall,to remind,,,ומדכרין,w_,verb (h)aphel | conjunction,to recall | to remind,5.046413695769412,63,,50
b)xryt),"Masekhet: 5330020, Page: 63, Side: c, Line: 50, Word: 3",N,,,,,"temporal end: future, latter part",,,,באחריתא,b)xryyt) b)xryyt) a01,noun,"temporal end: future, latter part",0.0022948675287719016,63,,50
""")P","Masekhet: 5330020, Page: 63, Side: c, Line: 50, Word: 4",No data,,,,,,,,,אף,None,No data,,23.98480797695953,63,,50
hw),"Masekhet: 5330020, Page: 63, Side: c, Line: 50, Word: 5",No data,,,,,,,,,הוא,None,No data,,23.98480797695953,63,,50
ywd(,"Masekhet: 5330020, Page: 63, Side: c, Line: 50, Word: 6",No data,,,,,,,,,יודע,None,No data,,23.98480797695953,63,,50
$l),"Masekhet: 5330020, Page: 63, Side: c, Line: 50, Word: 7",No data,,,,,,,,,שלא,None,No data,,23.98480797695953,63,,50
hzkyrw,"Masekhet: 5330020, Page: 63, Side: c, Line: 50, Word: 8",No data,,,,,,,,,הזכירו,None,No data,,23.98480797695953,63,,50
