text,url,lexicon_0,lexicon_1,lexicon_2,lexicon_3,lexicon_4,meaning_0,meaning_1,meaning_2,meaning_3,text_transformed,Lema,merged_lexicon,merged_meanings,word_percentage_yersushalmi,Page,Side,Line
lyxyd,"Masekhet: 5330033, Page: 17, Side: a, Line: 19, Word: 8",No data,,,,,,,,,ליחיד,None,No data,,23.98480797695953,17,,19
dynw,"Masekhet: 5330033, Page: 17, Side: a, Line: 19, Word: 9",No data,,,,,,,,,דינו,None,No data,,23.98480797695953,17,,19
")m'""","Masekhet: 5330033, Page: 17, Side: a, Line: 19, Word: 10",No data,,,,,,,,,אמ',None,No data,,23.98480797695953,17,,19
yd(,"Masekhet: 5330033, Page: 17, Side: a, Line: 19, Word: 11",verb G,,,,,to know,to cohabit with,idioms:,"_:  to be experienced in/with, acquainted with",ידע,yd(,verb peal,"to know | to cohabit with | idioms: | _:  to be experienced in/with, acquainted with",0.2650571995731546,17,,19
hwh,"Masekhet: 5330033, Page: 17, Side: a, Line: 19, Word: 12",verb G,,,,,to be,"to endure, to exist","to come to pass, to happen",in idioms:,הוה,hwy,verb peal,"to be | to endure, to exist | to come to pass, to happen | in idioms:",1.5777214260306822,17,,19
r',"Masekhet: 5330033, Page: 17, Side: a, Line: 19, Word: 13",N,,,,,chief; teacher,,,,ר',rby#2 rby#2 noun sg. abs. or construct,noun,chief; teacher,4.462369909696963,17,,19
ywxnN,"Masekhet: 5330033, Page: 17, Side: a, Line: 19, Word: 14",PN Personal name,,,,,,,,,יוחנן,ywxnN,proper name Personal name,,0.42914022788034556,17,,19
dhy),"Masekhet: 5330033, Page: 17, Side: a, Line: 20, Word: 0",c,P01 C,,,,she,,,,דהיא,hy),conjunction | preposition independent (h)aphel,she,0.36717880460350427,17,,20
)yt),"Masekhet: 5330033, Page: 17, Side: a, Line: 20, Word: 1",N,,,,,"woman, wife",,,,איתא,)yth )yth noun sg. abs. or construct,noun,"woman, wife",0.039012747989122326,17,,20
k$yrh,"Masekhet: 5330033, Page: 17, Side: a, Line: 20, Word: 2",A01,,,,,skilled,,,,כשירה,k$yr,adjective singular absolute or construct,skilled,0.0022948675287719016,17,,20
